file_name,sentence,label
american-forest-paper-association_2018_esg.txt,100 percent of members’ new employees Members continually work to realize received safety training in 2016 the industry vision of zero injuries in the workplace 7 Progress from Baseline Year: 6.1 percentage point increase from certified forestlands 12.1 percentage point increase from certified fiber sourcing programs 2005 Baseline Performance: 87% from certified fiber sourcing programs 2005 Baseline Performance: 23% from certified forestlands 2016 Performance: 99.1% from certified fiber 2016 Performance: 29.1% from certified forestlands sourcing programs Sustainable Forestry 2017 LEADERSHIP IN SUSTAINABILITY AWARD FOR SUSTAINABLE FOREST MANAGEMENT International Paper’s Certified GOAL:,0
american-forest-paper-association_2018_esg.txt,"Through Certified Forest Management LLC, its own FSC forest management group, International 2020 and work to decrease illegal Paper has directly enrolled and actively maintained FSC forest management certification for more than logging7 200 private landowners in ten states (totaling nearly 520,000 acres) since 2012, significantly increasing certified forestlands and their certified fiber supply Sustainable forestry practices keep in the process.",0
american-forest-paper-association_2018_esg.txt,forests plentiful and support the sustainability of our entire industry.,1
american-forest-paper-association_2018_esg.txt,"Therefore, members con- of water consumption, the company proved to be tinue to seek ways to reduce, reuse and recycle T T E R PRAC T significant resources to the development of new and improved products.",0
american-forest-paper-association_2018_esg.txt,"Georgia-Pacific used scientific methodology to es, Better Planet 2020 goal to improve worker safety map and rank woodlands within more than a dozen is an important step toward achieving our industry Southern states, identifying 6 million acres that met vision of zero workplace injuries.",0
american-forest-paper-association_2018_esg.txt,"The company will only buy fiber from these areas in The forest products industry is among the top in- unique situations where active forest management dustry categories utilizing the Occupational Health is needed to improve habitat for endangered, rare and Safety Administration’s Voluntary Protection and/or vulnerable species.",0
american-forest-paper-association_2018_esg.txt,"Benefits include an 8 percent reduction in daily Health water usage at the mill, improved water effluent Member companies offer their employees health risk quality, and increased opportunities for reuse of the assessments and health promotion programs, as well fly ash.",2
american-forest-paper-association_2018_esg.txt,"Many of our members PROMOTING THE WELL-BEING OF EMPLOYEES AND LOCAL COMMUNITIES 100% of new member employees received 63% of members have philanthropic safety training programs to support the communities where they live and work 71% of members support employees’ continuing education 71% of members have programs and career development to recruit new workers to the industry 12 provide education on a variety of issues, including In 2017, the average age of a U.S. pulp and paper mill diet and weight management, high blood pressure employee was 48.6 years.",1
american-forest-paper-association_2020_esg.txt,"WELCOME n behalf of the American Forest & Paper Association (AF&PA) and its mem- O bers, we are honored to present our industry’s achievements for the Better Practices, Better Planet 2020 sustainability initiative.",0
american-forest-paper-association_2020_esg.txt,"We achieved most of our goals, includ- ing progress toward a safety vision of zero injuries.",0
american-forest-paper-association_2020_esg.txt,"In 2011, we publicly announced the adoption of a GHG sustainability goal to be achieved by the end of the decade.",2
american-forest-paper-association_2020_esg.txt,"BY NATURE circular economy and define the paper Products made from a renewable resource and wood products industry’s dedi- cation to protecting our environment Manufacturing emphasizes energy conservation and reuse of inputs and materials including fiber, and meeting our economic and socie- chemicals and water tal commitments.",1
american-forest-paper-association_2020_esg.txt,"ENK has the natural aesthetics that match consumers’ environmental preferences; meets the requirements for takeout food, bakery and frozen food packaging; and allows WestRock customers to improve their sustainability profiles with- out sacrificing performance.",0
american-forest-paper-association_2020_esg.txt,"AF&PA members The United Nations Sustainable Develop- subscribe to the sustainability concepts recognized by a number of international ment Goals were adopted by all member forums, and we have noted where our goals align with the objectives of the United states in 2015 as part of the organization’s Nations Sustainable Development Goals (U.N. SDG).",0
american-forest-paper-association_2020_esg.txt,"Of the seventeen goals, eight align signifi- cantly with the paper and wood products industry’s sustainability efforts: Quality Education Clean Water and Sanitation Since our goals were established in 2011, AF&PA has reported member progress in a biennial report.",0
american-forest-paper-association_2020_esg.txt,"Climate Action Life on Land 2018 AF&PA Sustainability Award Winners 4 PROGRESS BY THE NUMBERS AF&PA Sustainability Goal 2018 Performance* Baseline (2005*) Progress from baseline year Improve safety incidence 1.617 recordable 2.625 recordable 38.4% improvement in recordable rate by 25%, while working cases per 200,000 cases per 200,000 incidence rate to achieve zero injuries hours worked hours worked (2006)",0
american-forest-paper-association_2020_esg.txt,"GOAL SURPASSED Increase wood fiber 99% from certified 87% from certified 12 percentage point improvement procurement from certified fiber sourcing fiber sourcing from certified sourcing programs; forestlands and certified programs; programs; 5.1 percentage point improvement fiber sourcing programs; 28.1% from certified 23% from certified from certified forestlands decrease illegal logging forestlands forestlands GOAL ACHIEVED Improve purchased energy 11.21 million BTUs 12.94 million BTUs 13.3% decrease in purchased energy efficiency by at least 10% per ton of product per ton of product GOAL SURPASSED Reduce greenhouse gas 0.636 ton CO eq 0.828 ton CO eq per 23.2% decrease in GHG emissions 2 2 emissions by at least 20% per ton of product ton of product GOAL SURPASSED Reduce pulp and paper mill 10,503 gallons 11,281 gallons per 6.9% reduction in water use water use by at least 12% per ton of product ton of product Exceed 70% paper recovery 66.2% (2019) 51.5% 14.7 percentage point increase in for recycling paper recycling rate * unless otherwise indicated 2019 AF&PA Sustainability Award Winners 5 WORKER SAFETY 2019 AWARD WINNER 2019 AF&PA SUSTAINABILITY AWARD WINNER Shielding workers from potential danger WestRock’s Kraft containerboard mill in Hopewell, Virginia developed a safety shield to cover the recovery boiler ports and eliminate risk of burn injuries to boil- er operators and bystanders.",2
american-forest-paper-association_2020_esg.txt,The safety shields can be implemented at any Kraft paperboard or containerboard mill and are 2018 AF&PA SUSTAINABILITY AWARD WINNER helping WestRock to achieve their compa- Implementing a proactive approach ny-wide goal to eliminate serious injuries and fatalities.,0
american-forest-paper-association_2020_esg.txt,"with their equipment guards, increased communication across all levels and em- powered employees to stop individuals AF&PA WORKER SAFETY GOAL HIGHLIGHT who are creating potential safety incidents.",0
american-forest-paper-association_2020_esg.txt,They also provided useful and timely safety updates and 1.0 invested in programs to promote the well-being of their 0.5 employees and the communities where they operate.,0
american-forest-paper-association_2020_esg.txt,"As part of this ongoing effort to help our members reduce 0.0 serious injuries and fatalities (SIFs), AF&PA convened safety 2006 2008 2010 2012 2014 2016 2018 workshops aimed at discussing how to identify and reme- diate SIF precursors; developed survey instruments for collecting SIF-related data from member companies; compiled a compendium of publicly available workplace health and safety information; and organized safety webinars.",2
american-forest-paper-association_2020_esg.txt,Our long-standing commitment to safety as a priority gave our industry an excellent foundation upon which to address COVID-19 safety needs for our people.,1
american-forest-paper-association_2020_esg.txt,"Wood Fiber from Certified Sourcing Programs 100 Well-managed forests provide a multitude of environ- mental, social and economic benefits, mitigating climate 95 change through carbon sequestration and promoting bio- diversity.2 When forest owners are confident they will 90 have a market for their wood, they are more likely to invest in practices that prevent disease and infestation and in regular 85 maintenance that reduces the risk of wildfire and other natural 80 disturbances, as well as to replant more trees.3 2005 2010 2012 2014 2016 2018 AF&PA members adhere to sustainable fiber procurement principles, which assure that wood is received from suppliers committed to sustainable management and harvesting prac- tices.",2
american-forest-paper-association_2020_esg.txt,"In turn, members’ adherence to these principles creates incentives and provides resources for forest owners to commit to sustainable forest management, such as the practices men- tioned above.",1
american-forest-paper-association_2020_esg.txt,"tnecreP PROGRESS TOWARD SUSTAINABILITY GOALS GOAL ACHIEVED SUSTAINABLE FORESTRY GOAL Increase the amount of fiber procured from certified forestlands and through certified fiber sourcing programs in the United States from 2005 to 2020 and work to decrease illegal logging1 Wood Fiber from Third-Party Certified Forestlands 30 25 20 15 10 2005 2010 2012 2014 2016 2018 2005 for Lacey Act funding and the United As a founder and supporter of the Appalachian Woodlands Alliance, the States Department of Agriculture Forest company engages hundreds of small landowners in Kentucky, North Caroli- Service International Programs.",2
american-forest-paper-association_2020_esg.txt,"AF&PA SUSTAINABLE FORESTRY GOAL HIGHLIGHT 12 percentage point increase from certified fiber sourcing programs 5.1 percentage point increase from certified forestlands (both from 2005 baseline) 9 ENERGY EFFICIENCY 2018 AF&PA SUSTAINABILITY AWARD WINNER New systems yield energy savings Clearwater Paper replaced an old Kraft batch digester system at their Lewiston, Idaho pulp mill with a continuous digester that significantly reduced the mill’s reliance on fossil fuels.",2
american-forest-paper-association_2020_esg.txt,Shedding light on reduced energy use AF&PA ENERGY EFFICIENCY Seaman Paper reduced their electricity consumption by over 1.2 million GOAL HIGHLIGHT kilowatt hours per year by switching a significant portion of their lighting to 13.3% LED.,2
american-forest-paper-association_2020_esg.txt,The lightweight papers and decorative packaging supplier used energy decrease conservation incentives provided by their utility to replace existing lighting with LED or specify LED lighting in their converting plants and warehouses in purchased energy in north central Massachusetts.,0
american-forest-paper-association_2020_esg.txt,At least a 20 percent reduction of our members’ greenhouse gas emissions from 2005 to 202010 The paper and wood products industry was among the first to take voluntary action to reduce greenhouse gas (GHG) emissions.,2
american-forest-paper-association_2020_esg.txt,"Forests provide an important ecosys- tem service by sequestering carbon and growing trees that release oxygen, supporting life on our planet.",1
american-forest-paper-association_2020_esg.txt,"Resolute Forest Products took concrete action to reduce greenhouse gas (GHG) emissions at their pulp, paper, tissue and wood products mills across the United States and Canada by improving the energy efficiency of their op- erations, producing renewable energy and managing water efficiently, as well as reducing waste and reliance on fossil fuels.",0
american-forest-paper-association_2020_esg.txt,"These actions have allowed Res- olute to reduce their absolute GHG emissions (Scope 1 and 2) by 81 percent relative to 2000 levels, benefiting both the environment and their bottom line.",2
american-forest-paper-association_2020_esg.txt,"Between 2005 and 2018, the mill achieved a 15 percent reduction in overall water use and an 18 percent reduction in water use per ton of paper production, 2018 AF&PA SUSTAINABILITY AWARD WINNER while increasing production by 10 percent.",2
american-forest-paper-association_2020_esg.txt,"Specifically, when adjusted to provide greater weight to reductions occurring at mills in water- stressed areas, AF&PA members reduced their process water use by 13.1 percent.14 While we have not achieved our ambitious goal, our progress has shown significant effort to improve water resource management.",2
american-forest-paper-association_2020_esg.txt,"Five of our six goals demonstrate AF&PA members’ commitment to environmental stewardship across the entire value chain from the raw, renewable wood fiber that is harvested to the energy and water used in the manufacturing process to the recovery of paper and paper-based pack- aging that is used to make new products.",1
american-forest-paper-association_2020_esg.txt,"Not only are our members’ products derived from sustainable forests, the industry is striving to increase their contri- bution to a circular economy, making more with less whenever possible and creat- ing innovative new products that maximize efficient use of resources.",0
american-forest-paper-association_2020_esg.txt,"In short, paper and wood products keep lands forested, store carbon, are biode- gradable and support our nation’s recycling system.",1
american-forest-paper-association_2020_esg.txt,We are proud of our achievements and leadership in sustainability and look forward to setting new standards for the decade to come.,0
american-forest-paper-association_2020_esg.txt,"Specifically, the WRI Overall Water Risk factor, which increases in more “water-stressed” regions, was multiplied by mill-specific water use, effectively giving more weight to reductions in water stressed regions when calculating an association-wide average.",0
LSE_RIGD_2021_esg.txt,"It showcases housing & construction, consumer enabled millions of Indians to work stakeholders for their unwavering faith millions of Indians at their doorstep, We continue undertaking social your company’s commitment towards durables were partially offset by from home, study from home, shop in Reliance.",1
LSE_RIGD_2021_esg.txt,"food and wellness at home, medical efforts and unflinching commitment Skill Enhancement and Social Security.",1
LSE_RIGD_2021_esg.txt,"Reliance Retail opened 1,456 new consultation at home and above all These complex deepwater projects to achieve the lofty goals we have set Business environment for O2C segment stores taking the total store count to The growing demand for energy kept families connected through the have been executed in over 34 ourselves for our Golden Decade.",0
LSE_RIGD_2021_esg.txt,"The scheme received environmental, social and governance transformation of India into one of the an overwhelming support from our world’s largest consumers of mobile shareholders and creditors.",1
LSE_RIGD_2021_esg.txt,"Community response CORPORATE MANAGEMENT GOVERNANCE FINANCIAL NOTICE OVERVIEW REVIEW STATEMENTS Standing together Oxygen supply Mission Anna Seva India faced a dearth of oxygen supply for Reliance Foundation ensured that daily those affected with COVID-19, and once wagers, police personnel, migrant with India again Reliance stepped into to support the labourers and others who are on the move nation by providing oxygen to hospitals in and in service receive timely meals during need.",1
LSE_RIGD_2021_esg.txt,"Community initiatives 39+ 37,000 1,000 875 lakh beds beds Individuals Individuals’ queries on COVID care facility set up managed by RFH in supported with government schemes in Jamnagar Mumbai COVID advisories and social benefits answered 23 Integrated Annual Report 2020-21 Value-creation model Over 75,000 new jobs created in Places to Work (GPTW) Technology Commerce Transition from ESG in the pandemic year • 16.9% of employees are women Platforms Connecting B2B to B2B2C Business • Diversity and inclusion initiatives • 1.8 crore man-hours of training imparted Improved health and producers, Conversion of Model across businesses well-being kiranas and fuels to chemicals • `592 crore HSE expenditure consumers • Total number of employees 2,36,334 PG 154 Manufactured capital PG 28 PG 136 Partnership with global • `53,739 crore Net Profit leaders to bring the best • `79,667 crore - Capital expenditure • 63.6 MMT production meant for sale (O2C) to India • Total throughput for O2C - 71.9 MMT Our Businesses • Over 1 lakh customers served/hour (Retail) • 12,711 Retail store count Retail • 426.2 million Jio customer base •",1
LSE_RIGD_2021_esg.txt,"Carrying worlds highest data traffic India’s largest retailer by reach, Lowest carbon intensity (>5.0 exabyte per month) revenue and profitability per TB of data usage PG 160 Intellectual capital Digital Services Sustainable Growth • Indigenously developed 5G Stack Jio has a future proof all-IP Unmatched connectivity • `2,572 crore R&D expenditure Enablers • 137 patents granted, Next-gen bio materials, data network with the latest for everyone • 900+ researchers and scientists bioplastic, use of waste plastic in road 4G LTE technology • 28,000+ engineers in technical roles Technology construction and network technology • Central R&D facility with total area of and Consumer Media and Entertainment • 91 patent applications filed 1,25,000 sq. ft. and state-of-the-art equipment Centric Platforms • 159 start-ups supported by GenNext Network18 is one of India’s Ambitious target of Net most diversified Media and Carbon Zero by 2035 Strong Project Entertainment platforms PG 164 Financial capital Management Capability • Strong international credit rating – rated two Oil to Chemicals • Largest ever capital raised in India by a Diversification, notches above sovereign by S&P and one notch Quicker access to effective Pioneered vertical integration Corporate in a year – `2,60,074 crore Integration and above sovereign by Moody’s healthcare and conceived Oil-to-Chemical • Cash and marketable securities of Cost Leadership • Investment income – `14,412 crore concept well ahead of industry `2,54,019 crore • Availed funding at optimised rate • Debt free on ‘net basis’ Competitive Oil and Gas E&P Access to Capital PG 168 Product stewardship Upstream portfolio includes Social and relationship on circular economy for operations in deepwater • Foundation activities positively impacted 4.5+ crore plastics capital acreages and the CBM block people in over 44,700 villages • Jio was lifeline for over 40 crore customers during • `1,140 crore spent on CSR initiatives the COVID-19 pandemic • 1,000 MT of medical-grade oxygen per day PG 50 • Largest Meal Program by a Corporate Foundation - Touching everyday lives of • Setting up and managing 2,300+ 5.5+ crore meals distributed millions of Indians COVID care beds 26 27 Reliance Industries Limited Integrated Annual Report 2020-21 Strategy CORPORATE MANAGEMENT GOVERNANCE FINANCIAL NOTICE OVERVIEW REVIEW STATEMENTS Building the hyper-growth engines of tomorrow At Reliance, our growth Digital technologies New Commerce Decarbonisation, transition roadmap is built around our and platforms through connecting producers, kiranas from B2B to B2B2C and fuel to three hyper-growth engines, Jio Platforms and consumers through chemicals integration through which reimagine the way India connects, consumes and grows.",1
LSE_RIGD_2021_esg.txt,"Expanding selling ecosystem • Net Carbon Zero Largest all-IP mobility network to ensure Largest retailing footprint in India, with physical RIL targets to become a Net Carbon Zero New De-carbonisation connectivity across the country and enabling a and digital distribution presence and 2/3rd of stores company by 2035.",1
LSE_RIGD_2021_esg.txt,"We are embracing new Commerce Transition from digital revolution operating in growing Tier II, Tier III and Tier IV towns technologies in the O2C business to minimise Connecting B2B to B2B2C CO emissions and are planning to develop producers, Conversion of fuels • Core technology platforms • Connected supply chain 2 next generation carbon capture utilisation and kiranas and to chemicals Continuous platform building based on cutting- Actively investing in building a state-of-the-art storage technologies to convert CO into useful consumers edge, disruptive technologies such as AI, supply chain infrastructure to link all major sourcing 2 products and chemicals blockchain, cloud computing and IoT locations through an automated, reliable and scalable warehousing, logistics and last-mile • Maximising O2C conversion • Disruptive ecosystem solutions fulfilment ecosystem O2C business will leverage technology and Developing expertise in deep analytics, big data its existing assets and streams to maximise analytics, deep learning algorithms, AR/VR • Inclusive New Commerce model conversion of crude to chemicals and materials, technologies, AI-based education solutions, Focusing on expanding its portfolio, scaling its with an aim to create a sustainable, holistic, healthcare, chatbots, speech and language geographical reach and delivery capabilities, circular materials business processing, supercomputing, and vision-oriented thus helping reduce inefficiencies, and fleet management, among others creating more value for everyone in the retail • New Energy and New Materials Business ecosystem – producers, manufacturers, brand Complementing traditional fuels with clean • Ultra-broadband companies and retailers electricity and hydrogen, and build an optimal With fiber rollout to millions of homes and mix of reliable, clean and affordable energy Natural Capital enterprises, Jio has opened the door for the next • MSME partnerships and storage using solar, wind and batteries.",2
LSE_RIGD_2021_esg.txt,"As we invest in future-ready businesses, we view sustainability as an enabler that can aid our purpose and deliver superior outcomes for all.",0
LSE_RIGD_2021_esg.txt,"Our ambitions, efforts and intent are aligned to this, across environmental and social facets, with good governance guiding our practices.",0
LSE_RIGD_2021_esg.txt,"A diverse Board Impacts emissions, and land use, • Health philanthropic support • Whistle Blower Policy constituting executive, • Clean Energy among others, we have • Opportunity and Diversity systems during COVID-19 • Vigil Mechanism non-executive and • Waste Management strongly governed systems and in high-impact • Ethics and Compliance independent members • Water Management Task Force (ECTF) and policies.",1
LSE_RIGD_2021_esg.txt,"One of India’s top and Read more in the Corporate of data integrity and • Product Stewardship best extent, to upgrade • Community Development desired employers Governance Report information security • Circularity systems that result in • Support to Communities providing fair, inclusive, PG 178 • Singular focus during pandemic environmental efficiency well-being focused on sustained • Data Security career opportunities stakeholder value creation • One of India’s PG 154 biggest shareholder wealth creators PG 148 • Risk and Governance • India’s largest PG 144 PG 168 tax contributor PG 124 Climate change is a reality that is shaping the way businesses EMPLOYEE BENEFITS AND COMPENSATION RIL has a well-established CUMULATIVE SAPLINGS PLANTED TILL DATE plan in the 21st century.",1
LSE_RIGD_2021_esg.txt,"`14,817 “Three Lines of Defense” 2.3+ At Reliance, we are aligned crore crore risk management approach to the global agenda of 2018-19 de-carbonisation, and targets 2018-19 12,488 2.1+ • Risk and Governance to become a Net Carbon Zero 2019-20 2019-20 14,075 2.2+ PG 124 Company by 2035.",1
LSE_RIGD_2021_esg.txt,"2020-21 2020-21 14,817 2.3+ 30 31 Reliance Industries Limited Integrated Annual Report 2020-21 People CORPORATE MANAGEMENT GOVERNANCE FINANCIAL NOTICE OVERVIEW REVIEW STATEMENTS Protecting, supporting ‘Putting People First’ became the guiding principle for our COVID Response Strategy.",1
LSE_RIGD_2021_esg.txt,"Dedicated 24x7 toll-free emergency helpline under REFERS, our emergency response service, to connect all employees in need with required medical support PG 148 32 33 Reliance Industries Limited Integrated Annual Report 2020-21 Reliance Foundation CORPORATE MANAGEMENT GOVERNANCE FINANCIAL NOTICE OVERVIEW REVIEW STATEMENTS Rural Empowering India at scale Transformation Health Education",1
LSE_RIGD_2021_esg.txt,"A long-term programme that Reliance has invested in developing We aim to provide opportunities for addresses all the critical a multi-tiered health response the young to develop themselves With a comprehensive development indicators like system, leveraging our health into future citizens who contribute rural livelihoods, water, food and infrastructure and resources to to society.",1
LSE_RIGD_2021_esg.txt,"Profit after tax was performance against the backdrop of an crore, as against `69,605 crore in the previous by 29.1% to `3,20,008 crore on account of at `31,944 crore (US$4.4 billion) an unprecedented and challenging operating year, with year-end subscribers base at 426.2 lower volumes and price realisation across increase of 3.4% against `30,903 environment, arising from the COVID-19 million.",0
LSE_RIGD_2021_esg.txt,"The New Commerce model seeks to merchandising, global brands (nos.) continues to invest in building design state-of-the-art supply chain partner with millions of unorganised own brands and product development centres infrastructure in India by linking all merchants through an inclusive 12,711 to offer relevant, contemporary and major sourcing locations through model of growth while digitally 11,784 high quality products to meet the an automated, modular, reliable and enabling and empowering them, 10,415 diverse needs of its customers scalable warehousing, logistics and and offering them a compelling • Reliance Retail’s sourcing ecosystem last mile fulfilment ecosystem value proposition to grow their Extensive supply chain Deep technologies and works with small producers and • Reliance Retail’s selling ecosystem businesses and earnings.",0
LSE_RIGD_2021_esg.txt,"and digital commerce platforms to customers across the country In particular, it supports small serve customers across the length • Reliance Retail provides employment producers to modernise their and breadth of the country to tens of thousands of people, operations, minimise inefficiencies bringing joy and pride to their and reduce leakages families while enabling livelihoods Best-in-class and Talent and organisation FY FY FY for many others scalable project to power operations 2019 2020 2021 execution 52 53 Reliance Industries Limited Integrated Annual Report 2020-21 Management Discussion and Analysis Business Overview: Retail CORPORATE MANAGEMENT GOVERNANCE FINANCIAL NOTICE OVERVIEW REVIEW STATEMENTS Industry Overview Performance Update India’s retail market is estimated at US$822 billion in -20 and is expected to grow at a CAGR of 10% over the next five Financial, Non-Financial, Revenue Mix years to reach US$1,315 billion by -25.",2
